Time,Prophet 30d,CB Model 30d,Prophet 60d,LR Model 240d,LR Model 30d,LR Model 60d,LR Model 120d,Prophet 120d,Theta 30d,Theta 60d,Theta 120d,Theta 240d,CB Model 60d,CB Model 240d,CB Model 120d,Prophet 240d
2019-03-13 07:00:00,1168862.5806563848,1189821.931444079,1183095.1515316933,1178003.478014551,1201842.340671442,1200815.3406871788,1174797.618494932,1184067.8799382022,1203008.1244947216,1203015.0847701605,1203026.3309610018,1203042.6472439603,1180102.538737468,1160060.554425169,1200872.7281106934,1170345.8816416943
2019-03-13 08:00:00,1266523.2622361484,1252991.6605517815,1285115.3616269424,1276618.2278412748,1302953.6766147276,1303362.7226822972,1274427.549795078,1295211.4309695112,1291537.1896177793,1295024.8031510997,1299522.4743146119,1305280.2850497803,1248612.300559685,1261467.8083656277,1278734.1098585299,1291978.0855042893
2019-03-13 09:00:00,1374951.926977405,1313754.4208056314,1381052.4010576443,1367176.6363888618,1395737.5492924086,1397183.7795451926,1366220.743554107,1387263.1150379593,1371919.8321613113,1378475.29714085,1386405.8608900206,1395188.4394969395,1308763.658719876,1340186.910549254,1342464.7602045902,1385474.077637015
2019-03-13 10:00:00,1394945.389060569,1342768.2008964287,1409868.202194923,1421377.4372601928,1452825.2588860334,1453896.292753996,1422501.3306749985,1421796.0809903492,1424196.3495611937,1431846.6464873375,1440666.1614843647,1448656.5494408351,1335870.57400895,1390779.4437787782,1382925.3194555833,1432464.260078642
2019-03-13 11:00:00,1420887.0871263146,1367296.175626887,1433913.108125999,1438701.8794844022,1471802.8968949718,1472180.3180689388,1442106.404592406,1438564.9321063212,1440990.733280635,1449053.1185343836,1459207.3295834092,1466087.0677959109,1345132.8224861939,1407429.3323556553,1396025.9667373924,1441876.9149807645
2019-03-13 12:00:00,1424367.2073882874,1373967.767440617,1436625.151288024,1437081.5400046112,1471238.085267378,1470549.3039146673,1442063.2285145642,1436918.1503956637,1441068.3856544879,1448702.2234028785,1459667.1004904183,1465074.1472240672,1348125.5326972993,1409464.8366897665,1399856.7217400894,1437946.5352996762
2019-03-13 13:00:00,1407828.1062778647,1373950.9850936441,1424343.4196205672,1422889.0909154846,1456894.7788539568,1455462.4395532093,1427960.2113172035,1424869.718742173,1430266.5054196545,1438185.8438495432,1450331.2288185097,1454322.533658066,1347508.7923306352,1402549.861747607,1400906.3083222457,1427523.6796362323
2019-03-13 14:00:00,1414532.7227778991,1372499.356140416,1432441.7691122342,1430186.1372496015,1464448.4917073129,1462329.8692026476,1435597.4240629878,1432742.5514216803,1437939.2382387687,1446550.642208914,1459563.906353797,1461727.1117001553,1347004.8965174106,1401998.5913439658,1399421.8789245947,1434435.3710775236
2019-03-13 15:00:00,1403331.5749189511,1370685.779222782,1423109.3617695158,1434146.7562620938,1467998.2173662584,1465120.5893386398,1439956.511682881,1428183.8255733645,1437171.9907384308,1445687.6331436045,1458596.3054957662,1459322.2751732143,1346936.7618206958,1402444.2541029966,1397012.7477735046,1435116.9987181516
2019-03-13 16:00:00,1401612.5132089697,1370550.6328664175,1416586.234890145,1427704.9522553966,1461546.2040158128,1457477.0158445323,1433792.9543076344,1420527.283935056,1431593.4481166988,1438249.952898516,1449400.5395927255,1448421.2823163827,1343186.8469894105,1392850.642572035,1391860.4003796272,1421152.2978762574
2019-03-13 17:00:00,1380057.3140350685,1361281.7957329503,1394381.6338952947,1401647.4642888946,1434522.0442536294,1428994.2232327189,1407487.7126052333,1401414.1017983616,1412287.6118504237,1417629.9283169187,1425417.002460423,1423152.5052665381,1340387.5063449375,1368251.4466491009,1368374.3125764998,1397933.688373909
2019-03-13 18:00:00,1337154.1099279902,1346134.9185354428,1355355.4510308395,1362416.9462769763,1393757.1716422788,1386297.31707709,1367612.5813707411,1365896.3096060597,1395357.9259054423,1399367.1820469392,1403862.8089056222,1395790.5749845237,1332444.1944827274,1330277.4471499112,1328784.364862679,1360248.2309622408
2019-03-13 19:00:00,1289617.671378797,1317903.758502541,1306433.976643911,1314156.9829539119,1344204.064585819,1334421.9490023444,1318627.6041357657,1313065.3595579434,1357114.0511879912,1357348.9742240517,1360542.4720851888,1354267.1276349244,1307706.0623511858,1284815.599957279,1293344.9184639903,1306945.8698240335
2019-03-13 20:00:00,1241883.4546614091,1272914.60074955,1255680.4245981849,1265363.71761042,1294244.4026700165,1282576.380006973,1269213.9736784273,1261615.9825313836,1315101.880391513,1314436.5507568591,1316195.6369806812,1310866.1484439562,1269680.603324738,1246132.9156591904,1257780.9248338286,1258640.3217307264
2019-03-13 21:00:00,1199527.622367251,1224792.5604912594,1213857.9720876035,1230291.9837446038,1258607.848073294,1245361.3426991166,1235054.0605335669,1224020.1799984355,1281481.6646461724,1281012.5169776757,1283105.5336612382,1278293.3180655313,1224191.9358044516,1212207.8381385626,1227485.886640389,1229239.4071521682
2019-03-13 22:00:00,1163074.6259720454,1184971.409901134,1175699.9030160105,1198050.783225317,1225807.3153675897,1211237.437219172,1203626.7896740702,1183943.4468497846,1240665.278459172,1241283.87525846,1246032.8202443963,1243022.6389134917,1183898.4896411707,1174789.0444366338,1192964.6213649465,1191050.1588724311
2019-03-13 23:00:00,1119723.791622699,1150622.2964831993,1132435.5531336102,1169908.6947721427,1196520.207458596,1181241.3737558965,1175668.8831096422,1142874.4927513655,1199970.8066543238,1201765.702378537,1209641.563345174,1209504.5442459527,1148157.1617012608,1144005.6698642767,1158480.3768727933,1154703.6338237454
2019-03-14 00:00:00,1119201.0294376842,1156969.8673590117,1121341.7103396854,1162417.4844126161,1181393.765202511,1165178.789040437,1170785.4881409386,1128503.1607643496,1174087.3482488866,1175430.3840425776,1183598.0255997947,1183155.3098092529,1155237.7551295573,1133889.6577939687,1145193.2975302143,1127916.3322289586
2019-03-14 01:00:00,1104614.9587181373,1132057.4758626183,1106328.8619048325,1144584.1589367723,1163324.1267918334,1146495.9316428662,1152957.2485526048,1114091.4583017675,1152006.281907491,1152681.3226640022,1158331.01497133,1157395.9627350145,1134945.2734754863,1112590.4491489832,1124784.685511275,1105538.1350317495
2019-03-14 02:00:00,1082914.8351931972,1115258.3736320646,1089392.501955166,1133171.201231483,1152092.844311356,1134304.24073443,1142079.198069767,1099151.491218569,1134853.3989570662,1134612.2037323578,1138237.2983528355,1136347.4478893548,1118495.206138709,1095497.4718792255,1107975.0871002239,1086868.3459627638
2019-03-14 03:00:00,1055106.4586469,1101068.41955923,1065767.2867414688,1126777.9443043415,1146806.3335746955,1128115.790303511,1136731.1741628961,1079234.012748537,1121748.1477108852,1121436.701062904,1123985.6410116388,1122450.9789842141,1110928.3211527362,1081021.142984969,1088811.2091815185,1071154.1667453195
2019-03-14 04:00:00,1059221.4462226934,1094354.8357031068,1067124.9742829532,1123460.2704004336,1143693.3952669702,1124380.940878516,1134547.775816826,1077412.1202732748,1118481.5500467469,1117908.282474169,1118958.5224574988,1117588.0085344745,1108380.4839390165,1072291.7977169491,1082702.2934544221,1059623.0555701323
2019-03-14 05:00:00,1071967.282005438,1097665.6597753237,1082040.940956062,1134499.670506542,1154091.855415837,1134504.5005226964,1147634.0613596598,1091145.0331882024,1129949.2995777193,1128846.489699361,1128873.6372052452,1127560.7130895746,1108906.890165615,1074307.6653448185,1081885.7865657324,1074097.8649912237
2019-03-14 06:00:00,1100337.8901061972,1112020.188371276,1114622.4978734765,1147921.5153114877,1165149.1858945997,1145290.1419905457,1163474.2045865138,1124172.1472820812,1157502.03196703,1156199.5111709235,1154061.954392875,1150975.9393183384,1121701.092209064,1086891.6144490486,1093415.2855812057,1103064.9151506377
2019-03-14 07:00:00,1138398.0357359545,1139731.4253502558,1171042.3777126374,1171813.9991182704,1185337.4736472587,1165209.9095500256,1189448.3496386923,1190521.2975043568,1204357.1756122012,1204363.9174040903,1204374.965409032,1204420.450912783,1152045.9494641842,1115512.3569727263,1125589.944398319,1165385.216651574
2019-03-14 08:00:00,1209604.3731313497,1171103.3908579166,1256688.7947129398,1228349.8195145626,1237903.1480055512,1217322.7259385781,1248914.6033198189,1285484.9627332592,1292387.1704652493,1295984.411638455,1300613.5367483243,1306529.969833907,1182561.903300064,1161955.3698319294,1188532.0323396442,1276206.7033823298
2019-03-14 09:00:00,1285165.0155084992,1187137.4083023146,1336227.634615278,1279050.3021293583,1284682.0372828734,1263075.6506237765,1301822.2025957901,1369942.4245350214,1373143.7099587463,1379723.551315211,1387709.9966461977,1396601.9314216957,1200839.2066095292,1214719.6636765292,1231571.4979564263,1373285.384566188
2019-03-14 10:00:00,1324706.4601369104,1188632.6422525346,1380999.4157738849,1307443.7107973215,1311265.0901147318,1287785.8997667073,1332185.623489331,1416291.320779152,1425554.998523573,1433204.8898276684,1442060.8076302556,1450152.2276132419,1210148.531432155,1257121.2647019075,1276146.8374336849,1418535.6738084606
2019-03-14 11:00:00,1317145.8805564207,1188812.6564338491,1379029.1715490504,1311071.2466078596,1312843.6619535536,1288255.8422493795,1336891.670389358,1413066.7596689756,1442285.315872924,1450363.1311583966,1460568.7126513277,1467573.2279593598,1214433.7513493276,1288738.8492304047,1309356.184563574,1423155.939158456
2019-03-14 12:00:00,1311052.1206996853,1187557.058414514,1372495.5493806258,1310015.0809985753,1309927.9994139266,1284892.9075096603,1335816.5498996244,1406691.504095971,1442366.068415395,1450017.6148899687,1461028.492577698,1466563.860135469,1220970.992527807,1307794.2320137676,1336585.825257569,1420585.2486970401
2019-03-14 13:00:00,1312988.1306503082,1188490.0901935315,1369277.506853209,1304206.6076243217,1300416.3669994879,1275746.707682996,1328661.8770939906,1398797.3273956347,1431645.4957260666,1439559.5130462998,1451724.016006946,1455830.5295195857,1221695.9303435087,1317443.4574083448,1354678.1942810942,1410547.1770453318
2019-03-14 14:00:00,1323179.7100487894,1186773.6569202186,1380983.5206703374,1306195.983943802,1300087.792448402,1275324.742622503,1328639.6790851143,1408175.238750399,1439307.7726253816,1447913.3693511058,1460948.1919839212,1463238.2196666903,1220946.334410692,1328020.558016082,1365933.2891655318,1416517.9500984238
2019-03-14 15:00:00,1332954.34934809,1192413.26931406,1384829.5749416843,1313134.3096613407,1304896.593259301,1280374.6277547395,1333725.3728785678,1412759.694023695,1438527.700993763,1447040.896156139,1459974.2178097623,1460832.2781819613,1217866.8479291187,1334611.053873923,1377007.708540192,1420811.8496398788
2019-03-14 16:00:00,1331525.6516508714,1208287.503727968,1384093.200239426,1319087.4231542328,1309488.7147254487,1285251.6105660787,1337300.9800602533,1412124.2779849467,1432922.999378135,1439594.3849688438,1450777.5530303707,1449930.4133102119,1216701.1965051342,1341566.9557029274,1380482.3211930844,1414350.6129233253
2019-03-14 17:00:00,1311242.7075786875,1219164.9961033284,1364781.153885299,1309479.6902197136,1299593.9995103553,1275410.384109398,1324426.6378692554,1392625.0092311883,1413409.361222109,1418817.632440863,1426693.4972702316,1424591.7746306064,1215209.1722722054,1335980.1425912257,1373513.0093350438,1387972.5955969496
2019-03-14 18:00:00,1279077.0441918962,1225198.3331087348,1333978.9464153622,1294332.8629077105,1285010.4505056958,1261020.4572975188,1305262.8529503474,1362916.9755007694,1396047.7435651151,1400225.3058353825,1404919.8866782556,1397098.1644409099,1212714.542531469,1322700.054400412,1356097.3880376336,1351930.2216630583
2019-03-14 19:00:00,1250504.42604613,1221843.2036774482,1297665.9945589693,1276739.2040556509,1268328.6864868128,1245076.8437403897,1283515.7988304563,1318733.003301681,1357619.8316411127,1358080.9863260156,1361503.6587310734,1355491.9195581554,1215535.8869998176,1298194.1719088599,1333482.7046940338,1307708.147042933
2019-03-14 20:00:00,1209537.3928383365,1209851.6936064227,1251008.5427130072,1247814.2275046117,1240350.3387974598,1218097.5813540271,1250903.966228104,1272122.3218283453,1315876.3018924901,1315372.2463498793,1317289.0095346104,1312149.971448923,1203284.6439498356,1272040.08864739,1297837.8471486468,1264250.8688890855
2019-03-14 21:00:00,1184272.1956972342,1192945.5172055662,1216971.3122319202,1222052.303072654,1216285.3721377095,1194586.3383472404,1223340.2953536124,1234561.3514547446,1282277.6217806856,1281955.0663869013,1284190.598008637,1279555.8001109895,1182582.0980113093,1236183.1636172836,1263104.731744442,1223159.5911347277
2019-03-14 22:00:00,1155447.5637503976,1162194.333038034,1182882.785386728,1189253.0561188038,1184571.1467877096,1163498.6975474418,1189271.8351335071,1197009.6470364209,1241548.2156538803,1242275.9954508059,1247126.6326017538,1244269.5529442178,1152657.0272122575,1200899.5346045855,1215598.565363034,1184437.8757640542
2019-03-14 23:00:00,1117927.6448361236,1131634.1913303458,1140801.846405944,1156170.2824009906,1151807.297323327,1131731.1848342903,1155046.8731626875,1154129.913141039,1200945.4634350035,1202810.4833776667,1210744.248125042,1210733.849054606,1129906.9559487575,1163700.0857944963,1172613.2972530627,1142557.3852624134
2019-03-15 00:00:00,1109270.8485922718,1113935.0087000187,1128204.060462134,1133324.7330392897,1121555.146693631,1109624.000037264,1128872.5327599994,1133513.1683044273,1145883.0355682252,1147119.839812738,1154983.2927759057,1154482.4407190038,1117730.244449462,1147974.7782121606,1163800.390771037,1125499.2127741287
2019-03-15 01:00:00,1094474.1295650902,1090395.9110566643,1109206.7634217364,1108350.7245616454,1097833.3615599554,1086692.592430376,1103521.9312516619,1114991.9306965845,1124271.1695048127,1124875.8235922758,1130309.2102932294,1129337.8382212862,1096195.3910687247,1121784.8308828466,1134583.2397778647,1103505.4641950512
2019-03-15 02:00:00,1077781.0365776485,1072686.8573213236,1092296.639478363,1088840.4420622687,1080177.5088167759,1069676.8422927838,1083743.5023853132,1100503.6105037655,1107443.2327586457,1107180.7951281592,1110668.4319938894,1108782.119271786,1078158.7619481373,1096856.6750561805,1112548.539043631,1088178.3880173163
2019-03-15 03:00:00,1056367.8025073367,1062861.9755364512,1072405.2184021573,1077326.852683321,1070523.3847882585,1060548.6929213833,1072556.377439179,1085610.2639437455,1094625.9076614883,1094302.1568055202,1096752.054571819,1095215.6308010775,1066083.102748977,1079544.217342778,1090771.2952113035,1078942.3185797771
2019-03-15 04:00:00,1059673.4345926167,1059923.2995355509,1071247.294705742,1070930.2062055257,1065908.9284902257,1056319.7081089148,1066464.051890262,1083690.165160037,1091384.2802662333,1090819.0682122116,1091826.3615245798,1090457.6120948188,1061789.6743225283,1069023.4497732213,1082024.7916036753,1073976.3147023874
2019-03-15 05:00:00,1075771.5475546545,1065373.5475720768,1089356.3369547932,1081117.456090624,1078351.1003131415,1068768.8762009842,1077316.6668616545,1097376.9611496746,1102483.0932907406,1101425.2262894742,1101459.7503684917,1100162.5391109346,1068121.4186421363,1070060.3123278164,1081702.9066707878,1080337.4598925826
2019-03-15 06:00:00,1099981.989195083,1095225.8477334317,1120174.0165537323,1110768.8736615228,1112083.6498033497,1102532.8970249575,1107698.6510078844,1133375.013984451,1129338.993999515,1128093.9925528928,1126033.2198937337,1123012.0983853412,1093869.1538966259,1095311.9948704396,1106624.5607569383,1119012.5468317294
2019-03-15 07:00:00,1157978.8533948392,1147262.313365122,1185267.2949649033,1171242.3032927902,1176871.0744172116,1167732.33971246,1169201.4764953281,1197652.1388146146,1175127.9082389048,1175134.3836793492,1175145.08579108,1175160.8829145252,1149965.9580887663,1154113.5175454968,1165286.604971528,1183511.6487934312
2019-03-15 08:00:00,1261109.0193465592,1230207.5052039917,1291802.6329646865,1273986.3427284136,1284510.6874861047,1275659.6066905777,1273706.3635182106,1305623.7522284284,1261531.174388702,1264902.5242250634,1269283.163745281,1274917.4250689116,1233004.3255618857,1253967.3997644603,1256802.2701784195,1305595.12872749
2019-03-15 09:00:00,1347879.5303921292,1313955.0279055992,1378351.955371036,1364371.3627317105,1379341.3408517716,1370437.906032097,1365787.923201249,1391820.269030958,1340669.6028328165,1346853.6387925448,1354418.5863887884,1362886.4904131247,1311881.3446819733,1347930.3375785302,1341620.6664731302,1404030.3068625447
2019-03-15 10:00:00,1392580.823901068,1378071.1058424388,1427208.1840091688,1418022.448195234,1437440.2797647459,1427814.757724274,1421520.0855874359,1431846.071858527,1391950.374342524,1399139.2971016879,1407516.9191166284,1415179.3598653139,1361803.1947873712,1408774.8237145552,1400391.8764657227,1451188.1278694756
2019-03-15 11:00:00,1400114.4982426118,1420109.7713177747,1437113.2468993661,1433169.9510080104,1455518.0846089753,1444928.0218525669,1437837.1161529399,1440283.9657716858,1408302.3639114164,1415899.6123098363,1425581.864882805,1432184.260638916,1384141.2394059217,1436187.993035257,1424181.845670469,1459460.1807347431
2019-03-15 12:00:00,1409665.335491313,1429922.0192728473,1441354.853011301,1435430.762697816,1460143.0006354954,1448627.8502922417,1441197.0450900786,1443302.3979063318,1408453.5028105483,1415621.638342525,1426067.504659274,1431226.6655217474,1396813.7921404417,1445102.5039385387,1428445.1623157095,1462690.4294180435
2019-03-15 13:00:00,1403221.3797147314,1429823.3868333525,1434050.4169515,1428265.4752175452,1453529.2809642884,1441494.05553392,1434443.0768285736,1434187.8357501773,1397957.6558118458,1405387.9708728702,1416962.8628696648,1420742.3650043057,1405551.1207608846,1443762.8435126764,1429061.7939477805,1447814.2679361652
2019-03-15 14:00:00,1419850.0717040463,1430657.783498185,1446159.138391398,1436412.5784836905,1462787.9859848097,1450115.7439258378,1443100.089938261,1445184.7912967382,1405446.4003933738,1413543.8518599283,1425962.2256406143,1427974.9888109113,1409100.572434818,1445584.0376974586,1428349.851284442,1458040.3523336716
2019-03-15 15:00:00,1425039.2861042232,1428914.7161180945,1448282.3857700236,1440464.894283812,1466824.3685451983,1453950.7891596067,1447927.6111919428,1448637.227200534,1404680.9131438362,1412689.8306883967,1425010.5001180454,1425630.9524952704,1406872.8788980017,1451000.8161877622,1426484.9473342393,1458120.379727707
2019-03-15 16:00:00,1419791.3454639802,1427523.252902266,1442698.116408642,1433135.2957595764,1458398.4059208217,1445723.1080569988,1441166.2480115115,1445991.7254883482,1399143.667249148,1405383.8239899804,1416017.7387142938,1414987.1666053627,1403883.4855262104,1439612.4349591301,1421577.3735045732,1452223.2049761014
2019-03-15 17:00:00,1393620.1437408947,1408420.0942747623,1417689.2138802027,1403876.0283516385,1427219.4330856404,1414457.8084634407,1411377.6387603045,1426594.9273969044,1379932.90842409,1384987.7294237118,1392448.7853454396,1390225.0633791266,1391258.5393951773,1416873.6107077454,1402436.977396829,1421617.5561057418
2019-03-15 18:00:00,1372222.7957463681,1372462.1766072228,1393660.4335435145,1362889.876943219,1383264.076536219,1370386.4912701538,1369267.6401830548,1404741.6233241116,1362637.9265838184,1366580.0045247332,1371034.5637151904,1363312.3538699737,1370746.3044943218,1378467.1788227821,1379751.832604264,1392065.842272811
2019-03-15 19:00:00,1327452.958212281,1336278.6138015615,1345991.0127136386,1315015.084857083,1332612.4722627983,1319590.469827951,1319897.3199778888,1352140.971559057,1324957.0728127768,1325340.6930366291,1328596.6590347716,1322664.9248321287,1337132.9056319648,1337420.7558768147,1338967.382784804,1333768.0284443975
2019-03-15 20:00:00,1275260.3535465451,1300393.7501687226,1289467.9969144985,1265153.2741797562,1281090.4102143939,1267769.47117376,1268972.9739627822,1296259.7152562446,1284090.7475651207,1283569.7924304602,1285394.0990519118,1280335.6540172098,1300517.392857206,1292379.225762481,1302511.8423666991,1288564.4274074994
2019-03-15 21:00:00,1230331.0776428895,1255868.5189282496,1248662.404775256,1225784.5793617652,1241657.5325921527,1227956.630009519,1229956.508149296,1251443.654874022,1251294.4574399719,1250952.2110891144,1253089.4896715716,1248525.9286271739,1258808.47886622,1254748.4206265535,1261765.1127372137,1239389.1965038034
2019-03-15 22:00:00,1190478.3710989407,1211079.9765465248,1210175.9705871786,1185995.5799576861,1201926.5971818771,1187746.6339826551,1190751.6158191776,1211486.7093800304,1211616.2482273874,1212277.3618529686,1216940.7941516067,1214101.243689418,1214006.6781168748,1211628.0061387168,1224602.2339140514,1204665.995820936
2019-03-15 23:00:00,1150298.5717383241,1168887.7988669903,1167226.7980889888,1149343.1088561036,1164919.7977148546,1150649.1789163481,1154199.8373417864,1166023.0209878571,1172091.590544565,1173833.5360171478,1181470.5297868215,1181389.6130344607,1171632.0016446554,1176391.6621061785,1187283.8451300624,1160842.4952116155
2019-03-16 00:00:00,1174495.271362214,1146826.9440989108,1158635.8291089167,1142897.085529764,1162461.0624057841,1152756.2304610065,1151312.606864567,1147203.1351673391,1164689.886665379,1165939.9664313672,1173896.3710183292,1173409.149508405,1152400.6719279692,1149400.045981348,1169428.304621529,1137774.4273864066
2019-03-16 01:00:00,1153813.8534356104,1119283.79410688,1137467.9543635524,1117998.3223977133,1138484.5818731864,1129237.193357077,1127055.6131299124,1124921.769605027,1142693.9391897991,1143312.7785848544,1148817.5110110675,1147853.4256295601,1122373.2395694721,1125006.8968145105,1145289.0374047854,1103180.981078676
2019-03-16 02:00:00,1127432.4300469756,1097711.2229298195,1112228.478997246,1095091.103111651,1116834.0510161708,1108338.8474329205,1104682.2003605163,1107511.1582140224,1125530.267358252,1125287.5678347237,1128836.9885491272,1126952.5027445138,1102063.1912119417,1106606.6979317088,1124569.5101202459,1092135.6272812232
2019-03-16 03:00:00,1108844.6474414433,1084964.7185058054,1088626.37719553,1080068.0973148798,1103679.2126800243,1095644.8888524584,1090209.1202709936,1096733.815952604,1112473.8336242521,1112175.6413469103,1114682.431271543,1113156.1306038045,1087451.9645961644,1089356.0477596738,1111134.6337374998,1085720.2264572494
2019-03-16 04:00:00,1108361.482799086,1079924.839277934,1088209.6678830762,1074120.0507133408,1099263.269336247,1091925.714933247,1084712.7513189367,1096092.5556279342,1109125.1020310088,1108595.2910404487,1109655.6633482145,1108306.9596669418,1082447.6393749535,1081251.863944069,1099082.849124699,1086241.204615181
2019-03-16 05:00:00,1124025.932930278,1082059.7100803328,1101741.7422255627,1077347.8142547968,1103163.4882153915,1096761.806650321,1088749.0421624565,1105867.6441988498,1120426.3750828933,1119395.077251504,1119465.882491065,1118182.5348802092,1085470.5995893702,1081433.7464064113,1098709.8742658654,1088951.04125565
2019-03-16 06:00:00,1142592.1431840383,1094065.613052086,1119636.007905418,1087257.7459028952,1114590.4031994916,1108476.1075466676,1099253.0177566172,1122784.7341163745,1147720.521442692,1146501.0565704608,1144453.4368899565,1141419.4534026866,1097998.6241053091,1092943.5275037938,1116677.221308258,1103845.0777666785
2019-03-16 07:00:00,1181175.720874522,1125624.6270481348,1158103.957688282,1113243.0086314515,1141538.5165186895,1135871.9448293366,1125097.7124254028,1159906.1349598607,1194426.1827723025,1194432.4728858713,1194443.017156423,1194458.7476534923,1131724.9431452786,1124362.5762031323,1156518.9714440077,1136825.90928454
2019-03-16 08:00:00,1236028.747340201,1197162.3750934072,1216739.273492859,1185563.9915965328,1216607.5022108543,1211026.450493848,1199413.3708327543,1214853.6698776584,1282338.496734782,1285719.4272509124,1290135.0399693376,1295840.0291948249,1200271.0998042081,1187553.8301602288,1223833.500230382,1206196.9671676192
2019-03-16 09:00:00,1298503.4710887868,1255540.9396865848,1276473.6384447701,1261538.6625787902,1295567.497467384,1289869.4727797243,1277742.9938012282,1274336.0409548688,1363042.4665678204,1369201.783162901,1376780.414636247,1385313.560363392,1262126.4093982698,1263780.4336004772,1292379.5638744277,1282268.6806219541
2019-03-16 10:00:00,1339392.3302443102,1296461.4140853125,1312922.2696144436,1307042.7014698125,1343922.9323856144,1337393.3907182303,1325397.9489039357,1307951.0115360303,1415205.3279195218,1422369.5100365903,1430762.6924460058,1438475.18174406,1303529.8964197286,1315303.9567117132,1348506.0562195943,1322560.2636285988
2019-03-16 11:00:00,1353585.813471629,1319210.5999394946,1324855.0691348054,1321210.478546624,1359396.7332040637,1352184.6078261607,1341338.4450588743,1319094.8303143955,1431901.3701524762,1439460.69500866,1449156.0155779119,1455782.3814632946,1324540.3565672392,1334904.9303536948,1366955.8680148686,1332592.1212980114
2019-03-16 12:00:00,1356789.846329249,1324422.476317373,1323645.2199046505,1316006.2142935481,1355039.2756475862,1346893.1269785909,1337126.7138215469,1312693.991855841,1432035.8679247047,1439166.546149903,1449637.544787217,1454806.2997182172,1324867.827048411,1341409.5103821503,1372002.5963884115,1325170.6408432326
2019-03-16 13:00:00,1341486.4791802403,1328421.158098311,1309265.392944843,1302212.036676749,1340992.543725774,1331971.1406991906,1323398.3946420886,1296369.1952712254,1421352.8345750463,1428751.2984139693,1440368.0464234652,1444144.8506332939,1322114.1260208108,1337530.2465049955,1367147.4069515315,1309481.5397081403
2019-03-16 14:00:00,1338078.1516191312,1328888.1489128252,1308359.3201830243,1306562.4952030636,1345184.9146202456,1335855.293760312,1328774.3228520548,1293409.8180500378,1428957.233492827,1437030.3434584627,1449503.2699518553,1451494.6374921838,1319331.0174842644,1333841.7561937068,1363026.251618366,1314509.1184947242
2019-03-16 15:00:00,1327240.5258673637,1327989.6531706625,1298370.931173122,1303358.79405125,1341167.2057332627,1331921.7899604412,1326555.5295893613,1287130.7174431027,1428113.6489453404,1436112.0060282012,1448501.5344923218,1449095.4062326376,1314476.1674955045,1329676.5682483916,1357097.7002766756,1307186.4650988635
2019-03-16 16:00:00,1325181.431764779,1318480.5914281649,1296934.3197461956,1299516.7114410184,1336728.9810996882,1327709.3359331607,1323987.412557681,1284637.1887969587,1422446.393990465,1428669.0794327664,1439358.2415912894,1438280.4529736713,1306529.8634546404,1320686.8593196012,1341498.229721138,1301114.3610397244
2019-03-16 17:00:00,1315971.0279622718,1307371.271791544,1291913.5770734216,1281336.6134721867,1317778.598015809,1308691.9386552675,1305929.3542838916,1280697.7026864253,1402836.0912233777,1407881.6720118916,1415379.8727695849,1413101.7874873008,1297082.280231179,1301210.1366520934,1328130.9852729405,1282647.2734967957
2019-03-16 18:00:00,1309636.9819635556,1299327.3828373863,1287813.235572141,1259349.7368013049,1294639.0989440854,1285430.5183924492,1283042.3672370797,1279570.430220727,1384965.8794659076,1388953.6213962338,1393478.5652949992,1385681.386938019,1286818.6402732295,1280485.937469066,1307689.9171041928,1274197.2917847699
2019-03-16 19:00:00,1286092.3852884294,1275231.507915827,1266544.0203914358,1234901.6631772788,1268653.6370148691,1259428.29091755,1256919.6445162552,1255440.4841364946,1346534.9422765675,1346962.0291564253,1350298.001203229,1344332.36088092,1268663.037620348,1260614.9802329303,1282740.4761451413,1250471.2445254163
2019-03-16 20:00:00,1244451.1358159678,1248290.6610276492,1226115.6690765969,1203580.0974383708,1236699.8470936315,1227226.4870059544,1224226.1244359189,1222316.71943506,1304968.100701318,1304489.1736677918,1306382.4323568016,1301302.9424798025,1245133.3273968864,1235597.5774505616,1259250.7221887307,1225176.6823545513
2019-03-16 21:00:00,1211931.1583141224,1215025.509663392,1197431.381648323,1177363.1767182464,1211122.0516808196,1201161.4124216684,1198127.6386277752,1196099.3268029117,1271544.1392956804,1271265.2958995271,1273496.6463085888,1268937.9301635958,1219703.0943429128,1206372.431852646,1229793.3541797937,1205491.6261517582
2019-03-16 22:00:00,1205857.3848069767,1180388.0432189808,1185106.5490794268,1148338.502485053,1182817.3740739992,1172209.372094995,1169114.5102552536,1182510.067399376,1231286.4637547515,1232003.799156654,1236774.6240862831,1233954.8614605553,1184551.0720674489,1171068.897067831,1196040.3663576185,1183852.8580897418
2019-03-16 23:00:00,1164206.0203299094,1152000.6974884002,1146266.1686035935,1119498.8720663232,1154317.2144825128,1143267.7366776576,1140074.5268375648,1149887.8504791863,1191276.5257072109,1193047.8247468155,1200788.8741297538,1200738.4577502292,1151218.0082986308,1141402.3245520322,1165249.6880485318,1155795.7879724323
2019-03-17 00:00:00,1157519.6086953555,1137875.5132751546,1127441.174861608,1111281.8405333518,1135903.5822073165,1126986.3213330365,1128096.8221256894,1131715.64439606,1106586.9201208884,1107616.848397103,1114977.392755546,1114390.6818752699,1136319.5352304392,1119203.340887628,1141535.403653931,1140628.4080247448
