Time,Prophet_optimized
2018-02-04 04:00:00,970423.3684063065
2018-02-04 05:00:00,970302.4239697537
2018-02-04 06:00:00,971640.3857319682
2018-02-04 07:00:00,964838.1226353416
2018-02-04 08:00:00,990965.2094262207
2018-02-04 09:00:00,1014446.0118087042
2018-02-04 10:00:00,1038882.7768927156
2018-02-04 11:00:00,1060280.0479489977
2018-02-04 12:00:00,1069802.1954091338
2018-02-04 13:00:00,1067573.5196433323
2018-02-04 14:00:00,1061820.344591882
2018-02-04 15:00:00,1052798.0082513143
2018-02-04 16:00:00,1049218.929311186
2018-02-04 17:00:00,1045409.8964012659
2018-02-04 18:00:00,1068282.0276780892
2018-02-04 19:00:00,1070705.1979117612
2018-02-04 20:00:00,1059908.5400754306
2018-02-04 21:00:00,1040694.8554477398
2018-02-04 22:00:00,1020047.4597058598
2018-02-04 23:00:00,992598.2657970733
2018-02-05 00:00:00,971037.6497655512
2018-02-05 01:00:00,951876.959553583
2018-02-05 02:00:00,949519.118694029
2018-02-05 03:00:00,941415.7492685792
2018-02-05 04:00:00,936492.6853147881
2018-02-05 05:00:00,947961.0238656043
2018-02-05 06:00:00,978575.1601511621
2018-02-05 07:00:00,1035921.8535185558
2018-02-05 08:00:00,1146147.8792015568
2018-02-05 09:00:00,1250887.6648922465
2018-02-05 10:00:00,1309115.0674407298
2018-02-05 11:00:00,1322793.9722966661
2018-02-05 12:00:00,1318270.26844209
2018-02-05 13:00:00,1305666.395684602
2018-02-05 14:00:00,1324319.3629984702
2018-02-05 15:00:00,1320398.4680462622
2018-02-05 16:00:00,1301343.621026766
2018-02-05 17:00:00,1279317.816734707
2018-02-05 18:00:00,1262674.7937623211
