,Model,Forecast error,Peak violations,Energy costs
0,Naive weekly,0.47529428819444464,14.157340407793335,0.4462009709556667
1,Naive daily,0.6357425000000001,14.199187074773333,0.43090416520566666
2,Theta,0.43655583951973076,16.311412053629336,0.321464770672
3,RegLags24,0.5861260382407694,12.872566393089333,0.5681006034913335
4,RegLags168,0.3687790031970456,12.645891891545126,0.41072716870048653
5,RegLags336,0.3309041739534518,12.626287004992708,0.4579982018709001
6,RegCov24,0.32009483179728176,13.50055840800233,0.5878003110046667
7,RegCov168,0.25171631011962886,12.51108983121544,0.3896089221355934
8,RegCov336,0.2523827519904243,12.537484559364009,0.39545327164933336
9,RegCovLGBM,0.2734891455648074,12.303475292710623,0.45400694965610006
10,Fact,0.0,11.130069596923663,0.466355693269
11,noisy_biased_1p,1.0,33.79800741566668,3.1118045570443322
12,noisy_biased_2p,2.0,86.05504308566668,14.744807558666666
13,noisy_biased_3p,3.0,133.17430952700005,26.979870539233332
14,noisy_biased_4p,4.0,114.22879354999998,21.314499934999997
15,noisy_biased_1n,1.0,14.646418330200301,1.1130716655001
16,noisy_biased_2n,2.0,15.263166666690008,1.3298108333299996
17,noisy_biased_3n,3.0,15.260225001110008,1.3333333337033333
18,noisy_biased_4n,4.0,15.26022500123701,1.3333333337456665
19,noisy_normal_0u_1s,0.5049694370920971,15.230907116387073,0.6071027933834668
20,noisy_normal_0u_2s,0.9916904126616929,19.90874889918332,1.076046952275667
21,noisy_normal_0u_3s,1.4925488454151898,23.63350736580334,1.2250273858466665
22,noisy_normal_0u_4s,1.9724906640192137,26.053862804497985,1.320894140232667
23,noisy_signal_dependent_10,0.528979496548383,15.758858836179774,0.6225663647384465
24,noisy_signal_dependent_20,1.0424795496651011,19.995445091165998,0.9669465633716667
25,noisy_signal_dependent_30,1.5657881995212533,24.032892786387016,1.4001616511189994
26,noisy_signal_dependent_40,2.069813433840943,26.58486858385999,1.31834609572
27,noisy_horizon_dependent_10,0.528979496548383,15.758858836179774,0.6225663647384465
28,noisy_horizon_dependent_20,1.0424795496651011,19.995445091165998,0.9669465633716667
29,noisy_horizon_dependent_30,1.5657881995212533,24.032892786387016,1.4001616511189994
30,noisy_horizon_dependent_40,2.069813433840943,26.58486858385999,1.31834609572
