Time,Prophet 30d default,Prophet 30d default no_ex,Prophet 60d default no_ex,Prophet 120d default no_ex,Prophet 240d default no_ex,Prophet 240d default,Prophet 60d default,Prophet 120d default
2019-01-07 13:00:00,1255444.2613446284,1269828.893862498,1252090.521569617,1265166.972334492,1209983.9008710245,1223074.472456944,1239199.909084457,1269154.2846523165
2019-01-07 14:00:00,1253129.584505533,1271500.1324626752,1255354.0847550973,1270147.117786325,1213293.980641422,1222790.3039698815,1238546.8237478868,1271943.1802901824
2019-01-07 15:00:00,1256423.9423550428,1276683.8458672795,1262230.0411677288,1277778.8172624733,1219524.2356466986,1227472.6105196078,1244692.7346242398,1277465.0640756267
2019-01-07 16:00:00,1255966.6634757123,1278220.65613332,1263496.4948132504,1277102.7327044995,1216835.5214331523,1222630.0989810633,1244932.554767692,1275333.4155526643
2019-01-07 17:00:00,1244476.9202904394,1269231.179527712,1251500.701693104,1260209.9552015339,1197454.6895175895,1198361.8338890038,1230629.885332075,1257248.0229675916
2019-01-07 18:00:00,1223287.6843278322,1248714.993884317,1226511.134453608,1229158.165507474,1164502.4182799605,1164868.266329401,1205977.6053890018,1225316.6157794313
2019-01-07 19:00:00,1195106.7411637849,1220916.6462885933,1195029.1418354195,1193068.6283990666,1128009.0905911708,1129278.3090214834,1174801.7522303076,1188951.9219361367
2019-01-07 20:00:00,1167457.8796575055,1190621.7799914815,1163270.9007712891,1159699.4186598898,1095562.0310532963,1098502.6475628223,1143383.519334171,1156937.4756089791
2019-01-07 21:00:00,1135925.6984282816,1159830.248514792,1132908.4390243655,1130228.9527069493,1067250.1318821171,1067728.2251052917,1110309.9314417683,1128073.9473814936
2019-01-07 22:00:00,1106964.585279461,1128699.8843524395,1102651.9841615073,1101520.0549914108,1038969.8109170937,1038673.9943105954,1079655.0731164727,1099069.1605167538
