iter	RMSE
173	4.276674757
174	4.26183224
175	4.24717089
176	4.233502062
177	4.221217857
178	4.206269537
179	4.194041929
180	4.178589541
181	4.168027395
182	4.156724086
183	4.143312958
184	4.131305367
185	4.118913038
186	4.106646001
187	4.094015538
188	4.08212353
189	4.070403428
190	4.05791986
191	4.046930435
192	4.036038387
193	4.025767366
194	4.013764836
195	4.002792108
196	3.992532092
197	3.980552648
198	3.970771022
199	3.960803814
200	3.95010986
201	3.938447039
202	3.927535145
203	3.914614884
204	3.904067084
205	3.892462039
206	3.881155038
207	3.871412643
208	3.860425548
209	3.849152309
210	3.83950157
211	3.829208399
212	3.822071118
213	3.811530145
214	3.801916076
215	3.792014254
216	3.783576061
217	3.773621391
218	3.765855772
219	3.756991238
220	3.749629966
221	3.739755351
222	3.731218458
223	3.72310178
224	3.714981831
225	3.705452539
226	3.694910468
227	3.68556115
228	3.677108995
229	3.667440203
230	3.657675799
231	3.649404154
232	3.641395062
233	3.631822819
234	3.62277914
235	3.614743745
236	3.606578181
237	3.599524592
238	3.591386241
239	3.582312798
240	3.574124832
241	3.565834394
242	3.556633259
243	3.550088411
244	3.540966444
245	3.533810137
246	3.527412648
247	3.518965805
248	3.511680038
249	3.504517081
250	3.49819684
251	3.489632001
252	3.481827361
253	3.475578311
254	3.470269331
255	3.4640088
256	3.456106504
257	3.448851216
258	3.442746086
259	3.434890634
260	3.427948267
261	3.419808649
262	3.411535729
263	3.403094395
264	3.396878631
265	3.39125731
266	3.385644994
267	3.379199438
268	3.373415624
269	3.366609687
270	3.359766187
271	3.353285477
272	3.346360895
273	3.339580013
274	3.333463681
275	3.326761581
276	3.319637895
277	3.314212052
278	3.308451437
279	3.301700136
280	3.296797646
281	3.291588096
282	3.285316538
283	3.279777204
284	3.273744488
285	3.268942942
286	3.263764288
287	3.259147925
288	3.252047718
289	3.246507781
290	3.240651991
291	3.235061933
292	3.228654045
293	3.224498319
294	3.21888017
295	3.213253273
296	3.206945889
297	3.201376148
298	3.195861828
299	3.189968128
300	3.184223686
301	3.179507712
302	3.174151515
303	3.169152799
304	3.165142013
305	3.159224355
306	3.153807004
307	3.150332992
308	3.147187885
309	3.140933616
310	3.136421503
311	3.130525655
312	3.124757912
313	3.119788391
314	3.115537374
315	3.111276693
316	3.106614265
317	3.102375627
318	3.09614915
319	3.090883267
320	3.087667335
321	3.083274309
322	3.079112045
323	3.075283724
324	3.070002127
325	3.066254475
326	3.063186778
327	3.058301062
328	3.054469417
329	3.051737781
330	3.048076652
331	3.044637292
332	3.041293262
333	3.037032703
334	3.033678673
335	3.029381312
336	3.026337398
337	3.022257832
338	3.01772261
339	3.014190972
340	3.00967349
341	3.005037838
342	3.001781321
343	2.998548365
344	2.995509874
345	2.992627529
346	2.988759476
347	2.983264386
348	2.978349624
349	2.974414881
350	2.97061664
351	2.96687001
352	2.962965739
353	2.959520014
354	2.955936424
355	2.953213302
356	2.948018103
357	2.944350339
358	2.941884277
359	2.938554643
360	2.93418846
361	2.929757751
362	2.926925108
363	2.92241289
364	2.919333302
365	2.914770545
366	2.911784057
367	2.907980314
368	2.90505605
369	2.901406439
370	2.897809409
371	2.89334967
372	2.890274003
373	2.887678435
374	2.883833164
375	2.88005982
376	2.876152459
377	2.872354454
378	2.869647762
379	2.86550386
380	2.861483087
381	2.858221251
382	2.854772986
383	2.851438079
384	2.849182252
385	2.846097766
386	2.84292161
387	2.840294912
388	2.838041417
389	2.835626822
390	2.83244448
391	2.828851516
392	2.826015757
393	2.82275257
394	2.81978976
395	2.817609298
396	2.814617309
397	2.811591406
398	2.808037274
399	2.805555193
400	2.801764919
401	2.799781755
402	2.795798263
403	2.79278389
404	2.789800877
405	2.785507894
406	2.783196217
407	2.780931706
408	2.778808907
409	2.775027017
410	2.772055359
411	2.769789296
412	2.767733046
413	2.764511819
414	2.761765768
415	2.759152575
416	2.755998692
417	2.75322977
418	2.751112325
419	2.747323328
420	2.744802997
421	2.742436437
422	2.738462415
423	2.735318527
424	2.732871987
425	2.730262473
426	2.727272758
427	2.724375031
428	2.722839613
429	2.720705791
430	2.717668334
431	2.715601303
432	2.713096887
433	2.709799562
434	2.706482378
435	2.702845025
436	2.701087971
437	2.699421799
438	2.696477288
439	2.693209293
440	2.692170974
441	2.690102807
442	2.687365965
443	2.685607783
444	2.682596223
445	2.680594454
446	2.677981681
447	2.676618976
448	2.673624668
449	2.669746843
450	2.667526084
451	2.665608139
452	2.662671244
453	2.66054757
454	2.657901258
455	2.655375304
456	2.653052383
457	2.651377851
458	2.647976064
459	2.646220919
460	2.642797207
461	2.639562626
462	2.637982538
463	2.634460321
464	2.632598822
465	2.631418025
466	2.62928892
467	2.627261233
468	2.625451736
469	2.622260262
470	2.619482175
471	2.616792831
472	2.614994848
473	2.613351441
474	2.611309103
475	2.609014796
476	2.606475657
477	2.603932497
478	2.601765683
479	2.598896779
480	2.596210635
481	2.593465393
482	2.590678222
483	2.589292362
484	2.587726462
485	2.586258905
486	2.583195998
487	2.581392445
488	2.578600738
489	2.575729291
490	2.573211117
491	2.571628365
492	2.568571746
493	2.566249275
494	2.564259448
495	2.561448628
496	2.55954782
497	2.557726858
498	2.555601623
499	2.552797591
500	2.551167868
501	2.54979949
502	2.547370433
503	2.545193619
504	2.54294264
505	2.540520179
506	2.538039944
507	2.536134536
508	2.534999159
509	2.532785409
510	2.53058849
511	2.5289992
512	2.526483574
513	2.524134331
514	2.523111596
515	2.520943602
516	2.518563062
517	2.516859443
518	2.514346908
519	2.513350347
520	2.511918532
521	2.509890164
522	2.508020146
523	2.506475586
524	2.504453931
525	2.503280802
526	2.500837247
527	2.498309597
528	2.496935557
529	2.494511579
530	2.491978972
531	2.489490706
532	2.487652282
533	2.485738596
534	2.483746936
535	2.482939441
536	2.481595875
537	2.479249072
538	2.478575819
539	2.475573031
540	2.472969234
541	2.471677153
542	2.469063052
543	2.467166189
544	2.465188035
545	2.463795459
546	2.462015198
547	2.459131319
548	2.45811188
549	2.456163928
550	2.454314764
551	2.452876992
552	2.451227499
553	2.449529436
554	2.447698224
555	2.44599945
556	2.444167949
557	2.442414829
558	2.441096901
559	2.438104413
560	2.435567844
561	2.433736843
562	2.432200295
563	2.429723899
564	2.428152942
565	2.427068646
566	2.424930719
567	2.423358597
568	2.421052887
569	2.41975441
570	2.417056081
571	2.415188862
572	2.41340815
573	2.411676769
574	2.409286934
575	2.407361692
576	2.406056855
577	2.403459861
578	2.401982349
579	2.400459929
580	2.398797134
581	2.39759762
582	2.395532527
583	2.392261173
584	2.390448052
585	2.388312147
586	2.386065709
587	2.383283536
588	2.381466727
589	2.3789318
590	2.376705475
591	2.374860201
592	2.37311292
593	2.371594088
594	2.369327843
595	2.366867102
596	2.364794308
597	2.363493359
598	2.361686623
599	2.360601986
600	2.359325302
601	2.357372866
602	2.356409088
603	2.355068186
604	2.351904175
605	2.350234864
606	2.348309542
607	2.347303994
608	2.345616829
609	2.343825742
610	2.341391786
611	2.339904983
612	2.338365625
613	2.337425272
614	2.335644574
615	2.333791683
616	2.332688927
617	2.331525708
618	2.329924284
619	2.32762754
620	2.326065611
621	2.323701148
622	2.322654906
623	2.319846155
624	2.318164131
625	2.316929302
626	2.314537083
627	2.313331756
628	2.31208502
629	2.310639311
630	2.308922108
631	2.308149827
632	2.305748316
633	2.303041876
634	2.300536094
635	2.299068129
636	2.29746476
637	2.296670193
638	2.294223248
639	2.29249799
640	2.291392524
641	2.290036483
642	2.289237088
643	2.287353049
644	2.286363915
645	2.285030986
646	2.282839721
647	2.282109989
648	2.279693037
649	2.277903658
650	2.27618969
651	2.275151664
652	2.273963116
653	2.27181478
654	2.269433419
655	2.268014569
656	2.265738508
657	2.263460973
658	2.262943139
659	2.260716944
660	2.259339809
661	2.258580475
662	2.257724842
663	2.256763707
664	2.255497893
665	2.253846248
666	2.252710615
667	2.251655691
668	2.250826059
669	2.249383294
670	2.247940172
671	2.245904631
672	2.24486713
673	2.24238657
674	2.240236798
675	2.239017104
676	2.23695813
677	2.236048165
678	2.234853116
679	2.233173947
680	2.232147042
681	2.230095747
682	2.229577649
683	2.228613919
684	2.226640982
685	2.22373284
686	2.221470615
687	2.219368997
688	2.216285414
689	2.214286774
690	2.212050867
691	2.210059484
692	2.207989879
693	2.20621572
694	2.204314422
695	2.202639287
696	2.201917247
697	2.200210613
698	2.198691649
699	2.19773605
700	2.195675494
701	2.193253109
702	2.191373866
703	2.190660551
704	2.189922076
705	2.187625963
706	2.186539847
707	2.184860713
708	2.183200411
709	2.18195418
710	2.18032027
711	2.177960414
712	2.177215082
713	2.175479401
714	2.173896225
715	2.172323787
716	2.170475367
717	2.169160234
718	2.16800449
719	2.167011882
720	2.164437878
721	2.163721628
722	2.162542254
723	2.160312123
724	2.158909267
725	2.157287986
726	2.155566311
727	2.154319314
728	2.152001097
729	2.150816091
730	2.14942218
731	2.148075874
732	2.146459346
733	2.144913162
734	2.143547891
735	2.142147948
736	2.140636927
737	2.138806618
738	2.137633105
739	2.135850273
740	2.134821222
741	2.133921162
742	2.132317845
743	2.130763485
744	2.130025299
745	2.128185542
746	2.126825148
747	2.124748087
748	2.123809871
749	2.121966633
750	2.120744528
751	2.11942492
752	2.118098136
753	2.116510089
754	2.114693576
755	2.113145634
756	2.11198383
757	2.110321434
758	2.108507325
759	2.106783567
760	2.105580586
761	2.103683745
762	2.102445473
763	2.100001132
764	2.097725216
765	2.096446421
766	2.094845258
767	2.094325172
768	2.093929936
769	2.091747534
770	2.090512468
771	2.088853556
772	2.087105468
773	2.086170816
774	2.084386581
775	2.083079571
776	2.081869314
777	2.081097947
778	2.080057355
779	2.078759851
780	2.077902575
781	2.076779419
782	2.075898055
783	2.075305886
784	2.074197403
785	2.073118792
786	2.070979398
787	2.069452778
788	2.067259792
789	2.06504903
790	2.063504707
791	2.062692867
792	2.060348635
793	2.05912737
794	2.058036125
795	2.057551125
796	2.056779271
797	2.054761644
798	2.054256773
799	2.052811123
800	2.051708925
801	2.050538735
802	2.049602946
803	2.047486398
804	2.045642147
805	2.043514084
806	2.042541433
807	2.041334022
808	2.039082497
809	2.036881144
810	2.035053759
811	2.033465175
812	2.032109842
813	2.031254868
814	2.029709843
815	2.028943691
816	2.027227139
817	2.026281783
818	2.024756277
819	2.023013389
820	2.021255184
821	2.019555404
822	2.018445815
823	2.017104143
824	2.016020716
825	2.014020917
826	2.012988543
827	2.012376101
828	2.009805692
829	2.007971818
830	2.006821531
831	2.004928388
832	2.003095974
833	2.002055242
834	2.000622548
835	1.999048699
836	1.997991163
837	1.996199473
838	1.99555495
839	1.994623672
840	1.99317597
841	1.992215728
842	1.990877169
843	1.990525245
844	1.989675255
845	1.988720684
846	1.987470809
847	1.986234934
848	1.984419462
849	1.983263989
850	1.981833346
851	1.981270629
852	1.98033341
853	1.979245171
854	1.97828881
855	1.977278656
856	1.976853221
857	1.975188704
858	1.973159525
859	1.971508456
860	1.971227411
861	1.969528495
862	1.968685659
863	1.968007781
864	1.966450391
865	1.965796295
866	1.964355083
867	1.962618083
868	1.961605048
869	1.961220427
870	1.960762721
871	1.960021889
872	1.959281346
873	1.9588793
874	1.95725432
875	1.956751379
876	1.955637495
877	1.953955879
878	1.952021187
879	1.950297462
880	1.948550251
881	1.946825942
882	1.945765084
883	1.945035806
884	1.943141396
885	1.94216816
886	1.940244376
887	1.939497377
888	1.937890393
889	1.93747855
890	1.936799426
891	1.936490396
892	1.935583437
893	1.93489533
894	1.933779631
895	1.93227441
896	1.93083819
897	1.929774907
898	1.929106784
899	1.928089952
900	1.927085616
901	1.926379974
902	1.925336344
903	1.923507362
904	1.922322208
905	1.920827961
906	1.920247256
907	1.918557562
908	1.917912808
909	1.917386796
910	1.916799218
911	1.915154884
912	1.91358298
913	1.912538044
914	1.910684064
915	1.909433138
916	1.908002505
917	1.907615133
918	1.905387028
919	1.904024097
920	1.903239375
921	1.902955434
922	1.9020204
923	1.901086824
924	1.89948867
925	1.898920493
926	1.898325271
927	1.89704599
928	1.895512592
929	1.894560879
930	1.893995291
931	1.892498382
932	1.891484328
933	1.891117242
934	1.888981652
935	1.888512367
936	1.888187884
937	1.886892942
938	1.886498514
939	1.885711732
940	1.88360011
941	1.883181783
942	1.882689623
943	1.882317411
944	1.881396408
945	1.879231141
946	1.878457376
947	1.876409617
948	1.875367562
949	1.873649669
950	1.872909509
951	1.871470585
952	1.870290707
953	1.869859076
954	1.869284545
955	1.867380077
956	1.866855409
957	1.866455592
958	1.864295696
959	1.863956798
960	1.862699714
961	1.862068073
962	1.860448505
963	1.859582801
964	1.859345254
965	1.857095375
966	1.855700831
967	1.85531307
968	1.853471491
969	1.852898658
970	1.852578303
971	1.850365004
972	1.84979904
973	1.849218347
974	1.847335837
975	1.847089143
976	1.845434914
977	1.843657993
978	1.841616119
979	1.840799628
980	1.839043066
981	1.838784482
982	1.83730183
983	1.836285883
984	1.835978429
985	1.835225297
986	1.834848474
987	1.834250533
988	1.833734138
989	1.833174681
990	1.832606534
991	1.83158953
992	1.831218131
993	1.829030761
994	1.82755579
995	1.825555348
996	1.823577917
997	1.821627538
998	1.820007072
999	1.8191083
