iter	RMSE
369	0.1981225352
370	0.1977291659
371	0.1973667593
372	0.1970492491
373	0.1967175209
374	0.1963858535
375	0.1960039729
376	0.195632512
377	0.1952555452
378	0.1949087341
379	0.1945897973
380	0.1942931479
381	0.1939366796
382	0.1936191484
383	0.1932637778
384	0.1929162651
385	0.1926016929
386	0.1922805356
387	0.1919253707
388	0.1916209567
389	0.1912982191
390	0.1909228028
391	0.1905960644
392	0.1902951625
393	0.1899523863
394	0.1896705067
395	0.1893829585
396	0.1891097651
397	0.1888166017
398	0.1885551253
399	0.1882798662
400	0.1880066901
401	0.1877161663
402	0.1874210598
403	0.1871114828
404	0.1868209591
405	0.1865105294
406	0.18624919
407	0.1859753445
408	0.1857096395
409	0.1854202603
410	0.1851547137
411	0.1848699406
412	0.1845796933
413	0.184342265
414	0.1840710668
415	0.1837993863
416	0.1835138571
417	0.1832595477
418	0.182955752
419	0.1826942207
420	0.1824541705
421	0.1822418469
422	0.181968022
423	0.1817369798
424	0.1814774761
425	0.1812282136
426	0.1809959638
427	0.1807659832
428	0.1805047381
429	0.1802517176
430	0.180004993
431	0.1797749511
432	0.179527685
433	0.1793221002
434	0.1791103616
435	0.1788573592
436	0.1786477108
437	0.1784075864
438	0.178191492
439	0.1779531937
440	0.1777640707
441	0.177499578
442	0.1772705269
443	0.1770551088
444	0.1768439783
445	0.1766495089
446	0.176431142
447	0.1761869884
448	0.1759763335
449	0.1757675351
450	0.1755955015
451	0.1753909691
452	0.1751627433
453	0.1749562327
454	0.1747676376
455	0.1745546505
456	0.1743416239
457	0.1741367157
458	0.1739615989
459	0.173791028
460	0.1735567449
461	0.1733521572
462	0.1731777699
463	0.172964489
464	0.1727653368
465	0.1725291871
466	0.1723242206
467	0.172122236
468	0.1719181218
469	0.1717163629
470	0.1715227895
471	0.1713362824
472	0.1711834106
473	0.1709654376
474	0.1708072604
475	0.1706604172
476	0.1704654326
477	0.1703057915
478	0.1701186199
479	0.1699451582
480	0.1697738772
481	0.1695912857
482	0.1694101976
483	0.1692484219
484	0.1690902144
485	0.168895538
486	0.1687378946
487	0.168592502
488	0.1684484653
489	0.1682832978
490	0.1681187382
491	0.1679396197
492	0.1677348032
493	0.1675623696
494	0.1673834847
495	0.1671873596
496	0.1670062932
497	0.1668407456
498	0.1666608041
499	0.1665046056
500	0.1663218586
501	0.1661513797
502	0.1660004089
503	0.1658415971
504	0.1656327309
505	0.1654843824
506	0.1653076812
507	0.1651519514
508	0.1649590291
509	0.1648053603
510	0.164637341
511	0.1644839204
512	0.1643446846
513	0.1641919154
514	0.164028659
515	0.1638863663
516	0.1637464428
517	0.1635717659
518	0.1634103126
519	0.1632612228
520	0.1631305442
521	0.1629980937
522	0.1628657064
523	0.1627255549
524	0.1625589711
525	0.16240941
526	0.1622525649
527	0.1621102179
528	0.1619560957
529	0.1618426822
530	0.1617120862
531	0.1615650402
532	0.1614312352
533	0.1613265564
534	0.161167856
535	0.1610431361
536	0.1608879577
537	0.1607262403
538	0.1606219997
539	0.1604833005
540	0.1603438499
541	0.1602464739
542	0.1600811058
543	0.1599445305
544	0.159821595
545	0.1597211304
546	0.1595913781
547	0.1594297567
548	0.159287104
549	0.1591599288
550	0.1590449448
551	0.1589197328
552	0.1587740368
553	0.1586233401
554	0.1585255029
555	0.1583697293
556	0.1582269832
557	0.1580930436
558	0.1579355197
559	0.1577759511
560	0.1576566088
561	0.1575257721
562	0.1573975306
563	0.1572701697
564	0.1571375231
565	0.1570211856
566	0.1568649018
567	0.1567585472
568	0.1566478834
569	0.1565313629
570	0.1564169279
571	0.1562903614
572	0.156125945
573	0.1560109357
574	0.1559092079
575	0.1557701559
576	0.1556574431
577	0.1555388001
578	0.1554172584
579	0.1553114182
580	0.1551972201
581	0.1550589772
582	0.1549578722
583	0.154849982
584	0.1547138268
585	0.1545816034
586	0.1544490607
587	0.1543444701
588	0.1542270885
589	0.1541189245
590	0.1540194888
591	0.153896935
592	0.1537933317
593	0.1536575898
594	0.1535575317
595	0.1534585311
596	0.1533610008
597	0.1532475493
598	0.1531172418
599	0.1530021128
600	0.152904648
601	0.1528076625
602	0.1526872687
603	0.1525662357
604	0.1524295074
605	0.152304443
606	0.1522017748
607	0.1520377639
608	0.151936455
609	0.1518398777
610	0.1517446062
611	0.1515990715
612	0.1514728791
613	0.151356527
614	0.1512436615
615	0.1511428129
616	0.1510435566
617	0.1509183214
618	0.1508039787
619	0.1506983735
620	0.1505887915
621	0.1504652136
622	0.1503591158
623	0.1502449892
624	0.1501049736
625	0.1499705386
626	0.1498661831
627	0.149773809
628	0.1496201672
629	0.1495369407
630	0.1494447502
631	0.1493436348
632	0.1492527636
633	0.1491314942
634	0.1489940544
635	0.1489040859
636	0.1488159111
637	0.148720132
638	0.148598537
639	0.148501959
640	0.1484396851
641	0.1483176567
642	0.1482196205
643	0.1481289945
644	0.1480222338
645	0.1479621234
646	0.1478410089
647	0.1477463855
648	0.1476464096
649	0.1475586694
650	0.1474507373
651	0.1473949596
652	0.1473288881
653	0.1472192938
654	0.1471252174
655	0.1470364792
656	0.1469182711
657	0.1468507812
658	0.1467361863
659	0.1466526529
660	0.1465534355
661	0.1464335744
662	0.1463523756
663	0.1462341837
664	0.1461368291
665	0.1460606423
666	0.1459700524
667	0.1458723094
668	0.1457797506
669	0.1456811756
670	0.1455822832
671	0.1454959869
672	0.1454057674
673	0.1452875142
674	0.1451838862
675	0.145103559
676	0.1449913449
677	0.1448859223
678	0.1447841226
679	0.1447077597
680	0.1446089738
681	0.1445175294
682	0.1444157475
683	0.1443020743
684	0.1442098216
685	0.1441560003
686	0.1440820293
687	0.1439971069
688	0.1438989804
689	0.1437920791
690	0.1437000104
691	0.1436001523
692	0.1435066325
693	0.1434096539
694	0.143357394
695	0.1432613606
696	0.1431361391
697	0.1430292501
698	0.1429261734
699	0.1428441896
700	0.1427513797
701	0.1426770626
702	0.1425821893
703	0.1424808817
704	0.1424049932
705	0.1423184536
706	0.1422375526
707	0.1421416186
708	0.1420778712
709	0.142019883
710	0.1419432187
711	0.1418382133
712	0.1417704478
713	0.1417080972
714	0.1416193119
715	0.1415265888
716	0.1414480493
717	0.1413480465
718	0.1412536728
719	0.1411714378
720	0.1410816698
721	0.1410033772
722	0.1409216723
723	0.1408262229
724	0.1407360266
725	0.1406465117
726	0.1405753235
727	0.1405108754
728	0.1404351595
729	0.1403309174
730	0.140253365
731	0.1401843266
732	0.1401206773
733	0.140055452
734	0.1399449765
735	0.13987616
736	0.1397835429
737	0.1396906537
738	0.1396443257
739	0.1395638566
740	0.1394871258
741	0.139416168
742	0.1393698524
743	0.1393151169
744	0.1392592078
745	0.1391632495
746	0.1390746167
747	0.1389906043
748	0.1389154183
749	0.1388228392
750	0.1387360858
751	0.1386586202
752	0.1385673003
753	0.1384867166
754	0.1384071142
755	0.1383266501
756	0.1382429778
757	0.1381664279
758	0.1380815738
759	0.1379871588
760	0.1379221656
761	0.1378253444
762	0.1377506129
763	0.1376872019
764	0.1376263579
765	0.1375347914
766	0.1374585874
767	0.1373703813
768	0.1372933804
769	0.1372303609
770	0.1371836187
771	0.1370793606
772	0.1370283843
773	0.1369446346
774	0.136897325
775	0.1368215664
776	0.136727922
777	0.1366636422
778	0.1365770837
779	0.1364940116
780	0.1364453117
781	0.1363674806
782	0.1362843511
783	0.1362027057
784	0.1361358613
785	0.136076206
786	0.1360085748
787	0.1359204738
788	0.1358484659
789	0.1357831563
790	0.1357122208
791	0.1356301981
792	0.1355429452
793	0.135474782
794	0.1353979064
795	0.1353339322
796	0.1352430413
797	0.1351715785
798	0.1350913678
799	0.135005475
800	0.1349298681
801	0.134821865
802	0.1347337208
803	0.134662232
804	0.1345859231
805	0.1345284626
806	0.1344513668
807	0.134384323
808	0.1343091644
809	0.1342301822
810	0.1341817411
811	0.1341237727
812	0.1340469184
813	0.1339546216
814	0.1339125918
815	0.133832203
816	0.1337518727
817	0.1336817881
818	0.1336134313
819	0.1335477794
820	0.1334745159
821	0.1334015766
822	0.1333333749
823	0.1332693006
824	0.1332120924
825	0.1331408522
826	0.1330854566
827	0.1330102267
828	0.1329386725
829	0.132837235
830	0.1327669567
831	0.1326893547
832	0.1325943148
833	0.1325081073
834	0.1324372276
835	0.1323817352
836	0.1323085557
837	0.1322382733
838	0.1321663736
839	0.132109954
840	0.1320590657
841	0.1319883676
842	0.1319487871
843	0.131901475
844	0.1318515578
845	0.1318039052
846	0.1317210638
847	0.1316481304
848	0.1315947789
849	0.1315373523
850	0.1314734889
851	0.1313942776
852	0.131344875
853	0.1312761651
854	0.1312030753
855	0.1311434693
856	0.1310966244
857	0.1310405464
858	0.1309931772
859	0.1309315492
860	0.1308644942
861	0.1307832838
862	0.1307408145
863	0.1306767757
864	0.1306278643
865	0.1305663882
866	0.1304882322
867	0.1304208285
868	0.1303631891
869	0.1303207678
870	0.1302627009
871	0.1301987588
872	0.1300999469
873	0.130057415
874	0.1299746308
875	0.1299219562
876	0.129873925
877	0.1298179054
878	0.1297477836
879	0.1296755604
880	0.1296271357
881	0.1295679662
882	0.1295140224
883	0.1294420225
884	0.1294039034
885	0.1293443305
886	0.1293074929
887	0.1292500353
888	0.1291756263
889	0.129103961
890	0.1290353041
891	0.1289838481
892	0.1289196017
893	0.1288581687
894	0.1287968387
895	0.1287677383
896	0.128711505
897	0.1286464464
898	0.1285880991
899	0.1285145343
900	0.1284417367
901	0.1283675249
902	0.1283170427
903	0.128270262
904	0.1282098819
905	0.1281293835
906	0.1280978634
907	0.1280463257
908	0.1279679928
909	0.1278991838
910	0.1278349314
911	0.127769916
912	0.1277054544
913	0.1276254144
914	0.1275589325
915	0.1274997867
916	0.1274519517
917	0.1273917017
918	0.1273311975
919	0.1272785643
920	0.1272356225
921	0.1271712404
922	0.1271155055
923	0.1270737281
924	0.1270448488
925	0.1269896365
926	0.1269401082
927	0.1269074495
928	0.1268593392
929	0.1268185374
930	0.1267531469
931	0.1266868047
932	0.1266335448
933	0.1265929741
934	0.12653166
935	0.1264715265
936	0.1264211849
937	0.1263501565
938	0.1263082816
939	0.1262723513
940	0.1262252781
941	0.1261548385
942	0.1260947755
943	0.1260453941
944	0.1259882848
945	0.1259263191
946	0.1258914179
947	0.1258593092
948	0.1258021676
949	0.1257359664
950	0.1256864565
951	0.1256187784
952	0.1255630522
953	0.1254989641
954	0.1254176761
955	0.1253661818
956	0.1253116325
957	0.1252713438
958	0.1252329473
959	0.1251860317
960	0.1251475197
961	0.1251021437
962	0.1250582027
963	0.1250066957
964	0.1249399672
965	0.1248976036
966	0.1248346486
967	0.1248064062
968	0.1247611386
969	0.1247313087
970	0.1246866725
971	0.1246498084
972	0.1246016869
973	0.1245220412
974	0.1244562051
975	0.1244273895
976	0.1243774678
977	0.1243241656
978	0.1242554902
979	0.1242313873
980	0.1241805306
981	0.1241494085
982	0.1241078412
983	0.1240594367
984	0.1240184839
985	0.1239778719
986	0.1239188401
987	0.123879681
988	0.1238112102
989	0.1237784002
990	0.123745885
991	0.1236947462
992	0.1236459162
993	0.1236082317
994	0.1235667173
995	0.1234997108
996	0.1234642659
997	0.1234060132
998	0.1233537788
999	0.1233139782
